TransactionID,PassengerName,FlightNumber,DepartureAirport,ArrivalAirport,DepartureDate,ArrivalDate,TicketPrice,BookingDate,Status,LastVisited
11964,Alice Johnson,AA123,ATL,LHR,2024-05-13 11:00:00,2024-05-14 11:00:00,922.26,2023-05-14 11:00:00,Pending,2023-01-09 07:23:00
11965,Bob Brown,DL789,LAX,CDG,2024-05-13 12:00:00,2024-05-14 12:00:00,627.02,2023-05-14 12:00:00,Success,2023-01-09 07:24:00
11966,Bob Brown,BA456,JFK,LHR,2024-05-13 13:00:00,2024-05-14 13:00:00,164.23,2023-05-14 13:00:00,Pending,2023-01-09 07:25:00
11967,Alice Johnson,AA123,ATL,DXB,2024-05-13 14:00:00,2024-05-14 14:00:00,275.04,2023-05-14 14:00:00,Paid,2023-01-09 07:26:00
11968,Alice Johnson,UA321,ATL,DXB,2024-05-13 15:00:00,2024-05-14 15:00:00,313.49,2023-05-14 15:00:00,Success,2023-01-09 07:27:00
11969,Alice Johnson,DL789,ORD,DXB,2024-05-13 16:00:00,2024-05-14 16:00:00,994.41,2023-05-14 16:00:00,Paid,2023-01-09 07:28:00
11970,John Doe,BA456,JFK,HND,2024-05-13 17:00:00,2024-05-14 17:00:00,301.73,2023-05-14 17:00:00,Pending,2023-01-09 07:29:00
11971,Jane Smith,BA456,ORD,CDG,2024-05-13 18:00:00,2024-05-14 18:00:00,882.72,2023-05-14 18:00:00,Paid,2023-01-09 07:30:00
11972,Bob Brown,AA123,JFK,CDG,2024-05-13 19:00:00,2024-05-14 19:00:00,170.29,2023-05-14 19:00:00,Success,2023-01-09 07:31:00
11973,John Doe,BA456,JFK,HND,2024-05-13 20:00:00,2024-05-14 20:00:00,263.55,2023-05-14 20:00:00,Paid,2023-01-09 07:32:00
11974,Alice Johnson,AA123,JFK,HND,2024-05-13 21:00:00,2024-05-14 21:00:00,884.85,2023-05-14 21:00:00,Pending,2023-01-09 07:33:00
11975,Alice Johnson,AA123,ATL,DXB,2024-05-13 22:00:00,2024-05-14 22:00:00,909.04,2023-05-14 22:00:00,Success,2023-01-09 07:34:00
11976,Jane Smith,AA123,LAX,CDG,2024-05-13 23:00:00,2024-05-14 23:00:00,258.58,2023-05-14 23:00:00,Success,2023-01-09 07:35:00
11977,Alice Johnson,UA321,LAX,DXB,2024-05-14 00:00:00,2024-05-15 00:00:00,306.87,2023-05-15 00:00:00,Success,2023-01-09 07:36:00
11978,John Doe,UA321,ORD,CDG,2024-05-14 01:00:00,2024-05-15 01:00:00,577.51,2023-05-15 01:00:00,Paid,2023-01-09 07:37:00
11979,John Doe,BA456,ORD,HND,2024-05-14 02:00:00,2024-05-15 02:00:00,147.41,2023-05-15 02:00:00,Pending,2023-01-09 07:38:00
11980,Jane Smith,UA321,LAX,DXB,2024-05-14 03:00:00,2024-05-15 03:00:00,950.76,2023-05-15 03:00:00,Paid,2023-01-09 07:39:00
11981,John Doe,AA123,LAX,CDG,2024-05-14 04:00:00,2024-05-15 04:00:00,425.87,2023-05-15 04:00:00,Success,2023-01-09 07:40:00
11982,Bob Brown,AA123,JFK,HND,2024-05-14 05:00:00,2024-05-15 05:00:00,540.36,2023-05-15 05:00:00,Success,2023-01-09 07:41:00
11983,John Doe,UA321,ORD,LHR,2024-05-14 06:00:00,2024-05-15 06:00:00,194.54,2023-05-15 06:00:00,Paid,2023-01-09 07:42:00
11984,John Doe,BA456,ORD,DXB,2024-05-14 07:00:00,2024-05-15 07:00:00,129.29,2023-05-15 07:00:00,Pending,2023-01-09 07:43:00
11985,John Doe,AA123,ORD,CDG,2024-05-14 08:00:00,2024-05-15 08:00:00,521.04,2023-05-15 08:00:00,Pending,2023-01-09 07:44:00
11986,Bob Brown,UA321,ORD,CDG,2024-05-14 09:00:00,2024-05-15 09:00:00,209.5,2023-05-15 09:00:00,Success,2023-01-09 07:45:00
11987,Alice Johnson,DL789,LAX,DXB,2024-05-14 10:00:00,2024-05-15 10:00:00,667.29,2023-05-15 10:00:00,Pending,2023-01-09 07:46:00
11988,John Doe,BA456,LAX,CDG,2024-05-14 11:00:00,2024-05-15 11:00:00,815.03,2023-05-15 11:00:00,Paid,2023-01-09 07:47:00
11989,Jane Smith,BA456,ATL,LHR,2024-05-14 12:00:00,2024-05-15 12:00:00,128.5,2023-05-15 12:00:00,Success,2023-01-09 07:48:00
11990,Bob Brown,BA456,ATL,LHR,2024-05-14 13:00:00,2024-05-15 13:00:00,651.0,2023-05-15 13:00:00,Paid,2023-01-09 07:49:00
11991,Jane Smith,DL789,LAX,CDG,2024-05-14 14:00:00,2024-05-15 14:00:00,834.06,2023-05-15 14:00:00,Success,2023-01-09 07:50:00
11992,John Doe,AA123,JFK,DXB,2024-05-14 15:00:00,2024-05-15 15:00:00,495.49,2023-05-15 15:00:00,Success,2023-01-09 07:51:00
11993,Jane Smith,BA456,LAX,CDG,2024-05-14 16:00:00,2024-05-15 16:00:00,963.73,2023-05-15 16:00:00,Paid,2023-01-09 07:52:00
11994,John Doe,UA321,JFK,CDG,2024-05-14 17:00:00,2024-05-15 17:00:00,200.08,2023-05-15 17:00:00,Success,2023-01-09 07:53:00
11995,Bob Brown,BA456,ORD,LHR,2024-05-14 18:00:00,2024-05-15 18:00:00,390.69,2023-05-15 18:00:00,Pending,2023-01-09 07:54:00
11996,Jane Smith,UA321,ATL,HND,2024-05-14 19:00:00,2024-05-15 19:00:00,307.07,2023-05-15 19:00:00,Success,2023-01-09 07:55:00
11997,Jane Smith,BA456,JFK,HND,2024-05-14 20:00:00,2024-05-15 20:00:00,996.57,2023-05-15 20:00:00,Pending,2023-01-09 07:56:00
11998,John Doe,UA321,ORD,CDG,2024-05-14 21:00:00,2024-05-15 21:00:00,364.76,2023-05-15 21:00:00,Success,2023-01-09 07:57:00
11999,John Doe,UA321,LAX,DXB,2024-05-14 22:00:00,2024-05-15 22:00:00,449.13,2023-05-15 22:00:00,Pending,2023-01-09 07:58:00
12000,Alice Johnson,UA321,ATL,LHR,2024-05-14 23:00:00,2024-05-15 23:00:00,862.85,2023-05-15 23:00:00,Pending,2023-01-09 07:59:00
12001,John Doe,DL789,LAX,HND,2024-05-15 00:00:00,2024-05-16 00:00:00,936.97,2023-05-16 00:00:00,Paid,2023-01-09 08:00:00
12002,John Doe,DL789,ORD,CDG,2024-05-15 01:00:00,2024-05-16 01:00:00,943.97,2023-05-16 01:00:00,Pending,2023-01-09 08:01:00
12003,Alice Johnson,DL789,ORD,DXB,2024-05-15 02:00:00,2024-05-16 02:00:00,602.35,2023-05-16 02:00:00,Success,2023-01-09 08:02:00
12004,John Doe,AA123,LAX,LHR,2024-05-15 03:00:00,2024-05-16 03:00:00,696.97,2023-05-16 03:00:00,Paid,2023-01-09 08:03:00
12005,John Doe,UA321,ORD,HND,2024-05-15 04:00:00,2024-05-16 04:00:00,414.25,2023-05-16 04:00:00,Success,2023-01-09 08:04:00
12006,Alice Johnson,AA123,ORD,HND,2024-05-15 05:00:00,2024-05-16 05:00:00,646.44,2023-05-16 05:00:00,Success,2023-01-09 08:05:00
12007,Bob Brown,DL789,JFK,HND,2024-05-15 06:00:00,2024-05-16 06:00:00,372.47,2023-05-16 06:00:00,Paid,2023-01-09 08:06:00
12008,Bob Brown,UA321,LAX,DXB,2024-05-15 07:00:00,2024-05-16 07:00:00,771.43,2023-05-16 07:00:00,Paid,2023-01-09 08:07:00
12009,John Doe,AA123,LAX,DXB,2024-05-15 08:00:00,2024-05-16 08:00:00,376.49,2023-05-16 08:00:00,Success,2023-01-09 08:08:00
12010,John Doe,DL789,ATL,DXB,2024-05-15 09:00:00,2024-05-16 09:00:00,891.47,2023-05-16 09:00:00,Success,2023-01-09 08:09:00
12011,Alice Johnson,AA123,JFK,CDG,2024-05-15 10:00:00,2024-05-16 10:00:00,229.14,2023-05-16 10:00:00,Pending,2023-01-09 08:10:00
12012,Alice Johnson,AA123,JFK,LHR,2024-05-15 11:00:00,2024-05-16 11:00:00,614.62,2023-05-16 11:00:00,Pending,2023-01-09 08:11:00
12013,Bob Brown,DL789,ORD,CDG,2024-05-15 12:00:00,2024-05-16 12:00:00,568.61,2023-05-16 12:00:00,Paid,2023-01-09 08:12:00
12014,Jane Smith,UA321,ATL,LHR,2024-05-15 13:00:00,2024-05-16 13:00:00,337.35,2023-05-16 13:00:00,Pending,2023-01-09 08:13:00
12015,John Doe,BA456,ATL,DXB,2024-05-15 14:00:00,2024-05-16 14:00:00,125.2,2023-05-16 14:00:00,Success,2023-01-09 08:14:00
12016,Jane Smith,BA456,JFK,HND,2024-05-15 15:00:00,2024-05-16 15:00:00,233.68,2023-05-16 15:00:00,Pending,2023-01-09 08:15:00
12017,Jane Smith,AA123,ATL,DXB,2024-05-15 16:00:00,2024-05-16 16:00:00,971.16,2023-05-16 16:00:00,Success,2023-01-09 08:16:00
12018,Alice Johnson,AA123,JFK,CDG,2024-05-15 17:00:00,2024-05-16 17:00:00,947.17,2023-05-16 17:00:00,Pending,2023-01-09 08:17:00
12019,John Doe,AA123,ATL,DXB,2024-05-15 18:00:00,2024-05-16 18:00:00,207.37,2023-05-16 18:00:00,Success,2023-01-09 08:18:00
12020,John Doe,UA321,JFK,DXB,2024-05-15 19:00:00,2024-05-16 19:00:00,437.37,2023-05-16 19:00:00,Paid,2023-01-09 08:19:00
12021,Alice Johnson,AA123,JFK,DXB,2024-05-15 20:00:00,2024-05-16 20:00:00,518.61,2023-05-16 20:00:00,Success,2023-01-09 08:20:00
12022,Jane Smith,AA123,ORD,HND,2024-05-15 21:00:00,2024-05-16 21:00:00,530.26,2023-05-16 21:00:00,Success,2023-01-09 08:21:00
12023,Alice Johnson,AA123,ORD,LHR,2024-05-15 22:00:00,2024-05-16 22:00:00,368.94,2023-05-16 22:00:00,Paid,2023-01-09 08:22:00
12024,Bob Brown,DL789,ATL,LHR,2024-05-15 23:00:00,2024-05-16 23:00:00,921.66,2023-05-16 23:00:00,Success,2023-01-09 08:23:00
12025,John Doe,BA456,ORD,CDG,2024-05-16 00:00:00,2024-05-17 00:00:00,917.64,2023-05-17 00:00:00,Paid,2023-01-09 08:24:00
12026,Bob Brown,BA456,LAX,LHR,2024-05-16 01:00:00,2024-05-17 01:00:00,117.04,2023-05-17 01:00:00,Success,2023-01-09 08:25:00
12027,Alice Johnson,DL789,LAX,DXB,2024-05-16 02:00:00,2024-05-17 02:00:00,685.0,2023-05-17 02:00:00,Success,2023-01-09 08:26:00
12028,John Doe,UA321,ATL,HND,2024-05-16 03:00:00,2024-05-17 03:00:00,166.93,2023-05-17 03:00:00,Success,2023-01-09 08:27:00
12029,Bob Brown,UA321,JFK,DXB,2024-05-16 04:00:00,2024-05-17 04:00:00,637.75,2023-05-17 04:00:00,Paid,2023-01-09 08:28:00
12030,Bob Brown,UA321,ORD,DXB,2024-05-16 05:00:00,2024-05-17 05:00:00,880.2,2023-05-17 05:00:00,Pending,2023-01-09 08:29:00
12031,Jane Smith,DL789,ATL,CDG,2024-05-16 06:00:00,2024-05-17 06:00:00,684.58,2023-05-17 06:00:00,Pending,2023-01-09 08:30:00
12032,John Doe,BA456,LAX,DXB,2024-05-16 07:00:00,2024-05-17 07:00:00,522.03,2023-05-17 07:00:00,Paid,2023-01-09 08:31:00
12033,Bob Brown,BA456,JFK,DXB,2024-05-16 08:00:00,2024-05-17 08:00:00,962.11,2023-05-17 08:00:00,Paid,2023-01-09 08:32:00
12034,Bob Brown,AA123,ORD,CDG,2024-05-16 09:00:00,2024-05-17 09:00:00,771.94,2023-05-17 09:00:00,Success,2023-01-09 08:33:00
12035,Jane Smith,BA456,JFK,LHR,2024-05-16 10:00:00,2024-05-17 10:00:00,324.38,2023-05-17 10:00:00,Paid,2023-01-09 08:34:00
12036,Bob Brown,UA321,JFK,LHR,2024-05-16 11:00:00,2024-05-17 11:00:00,448.24,2023-05-17 11:00:00,Paid,2023-01-09 08:35:00
12037,Bob Brown,UA321,ORD,LHR,2024-05-16 12:00:00,2024-05-17 12:00:00,783.89,2023-05-17 12:00:00,Success,2023-01-09 08:36:00
12038,Bob Brown,AA123,ORD,CDG,2024-05-16 13:00:00,2024-05-17 13:00:00,117.38,2023-05-17 13:00:00,Pending,2023-01-09 08:37:00
12039,Jane Smith,AA123,LAX,CDG,2024-05-16 14:00:00,2024-05-17 14:00:00,157.57,2023-05-17 14:00:00,Success,2023-01-09 08:38:00
12040,Bob Brown,BA456,LAX,HND,2024-05-16 15:00:00,2024-05-17 15:00:00,873.48,2023-05-17 15:00:00,Success,2023-01-09 08:39:00
12041,Bob Brown,AA123,JFK,HND,2024-05-16 16:00:00,2024-05-17 16:00:00,138.65,2023-05-17 16:00:00,Pending,2023-01-09 08:40:00
12042,John Doe,AA123,JFK,DXB,2024-05-16 17:00:00,2024-05-17 17:00:00,710.66,2023-05-17 17:00:00,Pending,2023-01-09 08:41:00
12043,John Doe,DL789,LAX,DXB,2024-05-16 18:00:00,2024-05-17 18:00:00,387.02,2023-05-17 18:00:00,Success,2023-01-09 08:42:00
12044,Jane Smith,BA456,LAX,CDG,2024-05-16 19:00:00,2024-05-17 19:00:00,843.3,2023-05-17 19:00:00,Paid,2023-01-09 08:43:00
12045,Alice Johnson,UA321,JFK,CDG,2024-05-16 20:00:00,2024-05-17 20:00:00,862.61,2023-05-17 20:00:00,Paid,2023-01-09 08:44:00
12046,John Doe,DL789,ATL,HND,2024-05-16 21:00:00,2024-05-17 21:00:00,958.01,2023-05-17 21:00:00,Pending,2023-01-09 08:45:00
12047,Jane Smith,UA321,ATL,DXB,2024-05-16 22:00:00,2024-05-17 22:00:00,185.99,2023-05-17 22:00:00,Success,2023-01-09 08:46:00
12048,Bob Brown,AA123,ATL,DXB,2024-05-16 23:00:00,2024-05-17 23:00:00,480.56,2023-05-17 23:00:00,Paid,2023-01-09 08:47:00
12049,Bob Brown,AA123,ORD,DXB,2024-05-17 00:00:00,2024-05-18 00:00:00,616.56,2023-05-18 00:00:00,Success,2023-01-09 08:48:00
12050,Jane Smith,UA321,LAX,LHR,2024-05-17 01:00:00,2024-05-18 01:00:00,924.45,2023-05-18 01:00:00,Pending,2023-01-09 08:49:00
12051,Bob Brown,DL789,ATL,HND,2024-05-17 02:00:00,2024-05-18 02:00:00,339.86,2023-05-18 02:00:00,Success,2023-01-09 08:50:00
12052,Bob Brown,DL789,ATL,LHR,2024-05-17 03:00:00,2024-05-18 03:00:00,164.46,2023-05-18 03:00:00,Pending,2023-01-09 08:51:00
12053,Alice Johnson,DL789,LAX,DXB,2024-05-17 04:00:00,2024-05-18 04:00:00,281.59,2023-05-18 04:00:00,Pending,2023-01-09 08:52:00
12054,Bob Brown,AA123,ORD,CDG,2024-05-17 05:00:00,2024-05-18 05:00:00,546.02,2023-05-18 05:00:00,Paid,2023-01-09 08:53:00
12055,John Doe,BA456,ATL,HND,2024-05-17 06:00:00,2024-05-18 06:00:00,712.95,2023-05-18 06:00:00,Pending,2023-01-09 08:54:00
12056,Bob Brown,AA123,ORD,LHR,2024-05-17 07:00:00,2024-05-18 07:00:00,721.61,2023-05-18 07:00:00,Pending,2023-01-09 08:55:00
12057,Jane Smith,UA321,ORD,DXB,2024-05-17 08:00:00,2024-05-18 08:00:00,167.2,2023-05-18 08:00:00,Paid,2023-01-09 08:56:00
12058,Alice Johnson,DL789,JFK,LHR,2024-05-17 09:00:00,2024-05-18 09:00:00,785.27,2023-05-18 09:00:00,Paid,2023-01-09 08:57:00
12059,Bob Brown,BA456,LAX,CDG,2024-05-17 10:00:00,2024-05-18 10:00:00,694.22,2023-05-18 10:00:00,Pending,2023-01-09 08:58:00
12060,Jane Smith,DL789,JFK,HND,2024-05-17 11:00:00,2024-05-18 11:00:00,466.79,2023-05-18 11:00:00,Paid,2023-01-09 08:59:00
12061,John Doe,AA123,ATL,CDG,2024-05-17 12:00:00,2024-05-18 12:00:00,613.98,2023-05-18 12:00:00,Success,2023-01-09 09:00:00
12062,Bob Brown,BA456,JFK,CDG,2024-05-17 13:00:00,2024-05-18 13:00:00,790.97,2023-05-18 13:00:00,Success,2023-01-09 09:01:00
12063,Alice Johnson,BA456,LAX,HND,2024-05-17 14:00:00,2024-05-18 14:00:00,335.88,2023-05-18 14:00:00,Pending,2023-01-09 09:02:00
12064,Bob Brown,AA123,ORD,DXB,2024-05-17 15:00:00,2024-05-18 15:00:00,946.03,2023-05-18 15:00:00,Paid,2023-01-09 09:03:00
12065,Jane Smith,DL789,ORD,DXB,2024-05-17 16:00:00,2024-05-18 16:00:00,223.99,2023-05-18 16:00:00,Success,2023-01-09 09:04:00
12066,Alice Johnson,DL789,ATL,LHR,2024-05-17 17:00:00,2024-05-18 17:00:00,912.0,2023-05-18 17:00:00,Paid,2023-01-09 09:05:00
12067,Bob Brown,DL789,LAX,DXB,2024-05-17 18:00:00,2024-05-18 18:00:00,766.77,2023-05-18 18:00:00,Success,2023-01-09 09:06:00
12068,John Doe,AA123,ORD,DXB,2024-05-17 19:00:00,2024-05-18 19:00:00,694.47,2023-05-18 19:00:00,Success,2023-01-09 09:07:00
12069,Alice Johnson,UA321,ATL,DXB,2024-05-17 20:00:00,2024-05-18 20:00:00,174.62,2023-05-18 20:00:00,Pending,2023-01-09 09:08:00
12070,John Doe,UA321,LAX,LHR,2024-05-17 21:00:00,2024-05-18 21:00:00,927.1,2023-05-18 21:00:00,Paid,2023-01-09 09:09:00
12071,Jane Smith,DL789,LAX,HND,2024-05-17 22:00:00,2024-05-18 22:00:00,365.8,2023-05-18 22:00:00,Paid,2023-01-09 09:10:00
12072,Bob Brown,BA456,JFK,DXB,2024-05-17 23:00:00,2024-05-18 23:00:00,771.05,2023-05-18 23:00:00,Pending,2023-01-09 09:11:00
12073,John Doe,UA321,ORD,CDG,2024-05-18 00:00:00,2024-05-19 00:00:00,896.32,2023-05-19 00:00:00,Paid,2023-01-09 09:12:00
12074,Jane Smith,DL789,LAX,DXB,2024-05-18 01:00:00,2024-05-19 01:00:00,319.86,2023-05-19 01:00:00,Paid,2023-01-09 09:13:00
12075,Bob Brown,UA321,ORD,DXB,2024-05-18 02:00:00,2024-05-19 02:00:00,923.14,2023-05-19 02:00:00,Success,2023-01-09 09:14:00
12076,Jane Smith,DL789,ORD,HND,2024-05-18 03:00:00,2024-05-19 03:00:00,650.75,2023-05-19 03:00:00,Success,2023-01-09 09:15:00
12077,John Doe,UA321,LAX,CDG,2024-05-18 04:00:00,2024-05-19 04:00:00,693.13,2023-05-19 04:00:00,Paid,2023-01-09 09:16:00
12078,Jane Smith,UA321,ORD,LHR,2024-05-18 05:00:00,2024-05-19 05:00:00,923.06,2023-05-19 05:00:00,Paid,2023-01-09 09:17:00
12079,Alice Johnson,BA456,JFK,DXB,2024-05-18 06:00:00,2024-05-19 06:00:00,574.06,2023-05-19 06:00:00,Paid,2023-01-09 09:18:00
12080,Bob Brown,BA456,ATL,DXB,2024-05-18 07:00:00,2024-05-19 07:00:00,496.58,2023-05-19 07:00:00,Success,2023-01-09 09:19:00
12081,Jane Smith,UA321,ATL,DXB,2024-05-18 08:00:00,2024-05-19 08:00:00,669.91,2023-05-19 08:00:00,Success,2023-01-09 09:20:00
12082,John Doe,DL789,LAX,DXB,2024-05-18 09:00:00,2024-05-19 09:00:00,598.62,2023-05-19 09:00:00,Success,2023-01-09 09:21:00
12083,Bob Brown,BA456,JFK,CDG,2024-05-18 10:00:00,2024-05-19 10:00:00,155.33,2023-05-19 10:00:00,Pending,2023-01-09 09:22:00
12084,Alice Johnson,AA123,ATL,HND,2024-05-18 11:00:00,2024-05-19 11:00:00,262.44,2023-05-19 11:00:00,Pending,2023-01-09 09:23:00
12085,Bob Brown,BA456,JFK,HND,2024-05-18 12:00:00,2024-05-19 12:00:00,112.21,2023-05-19 12:00:00,Paid,2023-01-09 09:24:00
12086,Alice Johnson,UA321,LAX,DXB,2024-05-18 13:00:00,2024-05-19 13:00:00,197.35,2023-05-19 13:00:00,Paid,2023-01-09 09:25:00
12087,Bob Brown,UA321,JFK,LHR,2024-05-18 14:00:00,2024-05-19 14:00:00,756.86,2023-05-19 14:00:00,Success,2023-01-09 09:26:00
12088,Jane Smith,AA123,LAX,CDG,2024-05-18 15:00:00,2024-05-19 15:00:00,104.24,2023-05-19 15:00:00,Paid,2023-01-09 09:27:00
12089,Jane Smith,BA456,ATL,CDG,2024-05-18 16:00:00,2024-05-19 16:00:00,373.96,2023-05-19 16:00:00,Pending,2023-01-09 09:28:00
12090,John Doe,UA321,ATL,LHR,2024-05-18 17:00:00,2024-05-19 17:00:00,504.39,2023-05-19 17:00:00,Pending,2023-01-09 09:29:00
12091,Alice Johnson,AA123,ATL,DXB,2024-05-18 18:00:00,2024-05-19 18:00:00,944.03,2023-05-19 18:00:00,Paid,2023-01-09 09:30:00
12092,John Doe,AA123,ATL,DXB,2024-05-18 19:00:00,2024-05-19 19:00:00,394.31,2023-05-19 19:00:00,Success,2023-01-09 09:31:00
12093,Jane Smith,DL789,ORD,DXB,2024-05-18 20:00:00,2024-05-19 20:00:00,804.82,2023-05-19 20:00:00,Paid,2023-01-09 09:32:00
12094,Alice Johnson,BA456,JFK,LHR,2024-05-18 21:00:00,2024-05-19 21:00:00,467.89,2023-05-19 21:00:00,Pending,2023-01-09 09:33:00
12095,John Doe,BA456,JFK,CDG,2024-05-18 22:00:00,2024-05-19 22:00:00,188.64,2023-05-19 22:00:00,Paid,2023-01-09 09:34:00
12096,John Doe,BA456,JFK,HND,2024-05-18 23:00:00,2024-05-19 23:00:00,188.96,2023-05-19 23:00:00,Pending,2023-01-09 09:35:00
12097,John Doe,UA321,LAX,DXB,2024-05-19 00:00:00,2024-05-20 00:00:00,489.19,2023-05-20 00:00:00,Success,2023-01-09 09:36:00
12098,John Doe,AA123,ATL,LHR,2024-05-19 01:00:00,2024-05-20 01:00:00,152.09,2023-05-20 01:00:00,Success,2023-01-09 09:37:00
12099,John Doe,DL789,ATL,LHR,2024-05-19 02:00:00,2024-05-20 02:00:00,614.46,2023-05-20 02:00:00,Success,2023-01-09 09:38:00
12100,Alice Johnson,BA456,ORD,DXB,2024-05-19 03:00:00,2024-05-20 03:00:00,544.28,2023-05-20 03:00:00,Success,2023-01-09 09:39:00
12101,John Doe,DL789,ORD,LHR,2024-05-19 04:00:00,2024-05-20 04:00:00,732.28,2023-05-20 04:00:00,Success,2023-01-09 09:40:00
12102,Alice Johnson,DL789,ATL,DXB,2024-05-19 05:00:00,2024-05-20 05:00:00,267.06,2023-05-20 05:00:00,Paid,2023-01-09 09:41:00
12103,John Doe,AA123,JFK,DXB,2024-05-19 06:00:00,2024-05-20 06:00:00,633.64,2023-05-20 06:00:00,Pending,2023-01-09 09:42:00
12104,Jane Smith,BA456,JFK,DXB,2024-05-19 07:00:00,2024-05-20 07:00:00,257.07,2023-05-20 07:00:00,Success,2023-01-09 09:43:00
12105,Jane Smith,DL789,ATL,CDG,2024-05-19 08:00:00,2024-05-20 08:00:00,750.01,2023-05-20 08:00:00,Success,2023-01-09 09:44:00
12106,John Doe,BA456,LAX,LHR,2024-05-19 09:00:00,2024-05-20 09:00:00,376.44,2023-05-20 09:00:00,Pending,2023-01-09 09:45:00
12107,Bob Brown,BA456,JFK,HND,2024-05-19 10:00:00,2024-05-20 10:00:00,652.97,2023-05-20 10:00:00,Paid,2023-01-09 09:46:00
12108,Jane Smith,BA456,ATL,CDG,2024-05-19 11:00:00,2024-05-20 11:00:00,894.41,2023-05-20 11:00:00,Pending,2023-01-09 09:47:00
12109,Alice Johnson,DL789,ATL,DXB,2024-05-19 12:00:00,2024-05-20 12:00:00,539.41,2023-05-20 12:00:00,Paid,2023-01-09 09:48:00
12110,John Doe,AA123,ORD,LHR,2024-05-19 13:00:00,2024-05-20 13:00:00,273.06,2023-05-20 13:00:00,Pending,2023-01-09 09:49:00
12111,Alice Johnson,AA123,ORD,HND,2024-05-19 14:00:00,2024-05-20 14:00:00,897.51,2023-05-20 14:00:00,Paid,2023-01-09 09:50:00
12112,Bob Brown,DL789,ATL,DXB,2024-05-19 15:00:00,2024-05-20 15:00:00,422.72,2023-05-20 15:00:00,Success,2023-01-09 09:51:00
12113,John Doe,UA321,LAX,LHR,2024-05-19 16:00:00,2024-05-20 16:00:00,757.23,2023-05-20 16:00:00,Paid,2023-01-09 09:52:00
12114,Jane Smith,BA456,ATL,DXB,2024-05-19 17:00:00,2024-05-20 17:00:00,388.09,2023-05-20 17:00:00,Paid,2023-01-09 09:53:00
12115,Alice Johnson,BA456,JFK,HND,2024-05-19 18:00:00,2024-05-20 18:00:00,368.39,2023-05-20 18:00:00,Pending,2023-01-09 09:54:00
12116,Jane Smith,AA123,LAX,LHR,2024-05-19 19:00:00,2024-05-20 19:00:00,677.83,2023-05-20 19:00:00,Success,2023-01-09 09:55:00
12117,Jane Smith,DL789,LAX,HND,2024-05-19 20:00:00,2024-05-20 20:00:00,240.68,2023-05-20 20:00:00,Paid,2023-01-09 09:56:00
12118,John Doe,DL789,ORD,DXB,2024-05-19 21:00:00,2024-05-20 21:00:00,880.28,2023-05-20 21:00:00,Pending,2023-01-09 09:57:00
12119,Alice Johnson,UA321,ATL,DXB,2024-05-19 22:00:00,2024-05-20 22:00:00,448.86,2023-05-20 22:00:00,Pending,2023-01-09 09:58:00
12120,Bob Brown,UA321,ORD,HND,2024-05-19 23:00:00,2024-05-20 23:00:00,117.35,2023-05-20 23:00:00,Pending,2023-01-09 09:59:00
12121,Jane Smith,AA123,JFK,CDG,2024-05-20 00:00:00,2024-05-21 00:00:00,374.89,2023-05-21 00:00:00,Pending,2023-01-09 10:00:00
12122,John Doe,UA321,ORD,CDG,2024-05-20 01:00:00,2024-05-21 01:00:00,806.47,2023-05-21 01:00:00,Success,2023-01-09 10:01:00
12123,John Doe,UA321,JFK,LHR,2024-05-20 02:00:00,2024-05-21 02:00:00,873.42,2023-05-21 02:00:00,Pending,2023-01-09 10:02:00
12124,Bob Brown,DL789,ATL,LHR,2024-05-20 03:00:00,2024-05-21 03:00:00,611.09,2023-05-21 03:00:00,Paid,2023-01-09 10:03:00
12125,John Doe,DL789,ATL,CDG,2024-05-20 04:00:00,2024-05-21 04:00:00,364.7,2023-05-21 04:00:00,Success,2023-01-09 10:04:00
12126,Jane Smith,UA321,ORD,HND,2024-05-20 05:00:00,2024-05-21 05:00:00,575.07,2023-05-21 05:00:00,Pending,2023-01-09 10:05:00
12127,John Doe,AA123,ORD,DXB,2024-05-20 06:00:00,2024-05-21 06:00:00,852.74,2023-05-21 06:00:00,Success,2023-01-09 10:06:00
12128,Alice Johnson,UA321,ORD,DXB,2024-05-20 07:00:00,2024-05-21 07:00:00,384.43,2023-05-21 07:00:00,Success,2023-01-09 10:07:00
12129,Alice Johnson,AA123,JFK,LHR,2024-05-20 08:00:00,2024-05-21 08:00:00,446.89,2023-05-21 08:00:00,Pending,2023-01-09 10:08:00
12130,Jane Smith,UA321,LAX,LHR,2024-05-20 09:00:00,2024-05-21 09:00:00,585.72,2023-05-21 09:00:00,Success,2023-01-09 10:09:00
12131,Alice Johnson,DL789,LAX,DXB,2024-05-20 10:00:00,2024-05-21 10:00:00,898.42,2023-05-21 10:00:00,Pending,2023-01-09 10:10:00
12132,Bob Brown,DL789,ORD,CDG,2024-05-20 11:00:00,2024-05-21 11:00:00,623.93,2023-05-21 11:00:00,Pending,2023-01-09 10:11:00
12133,John Doe,AA123,ORD,LHR,2024-05-20 12:00:00,2024-05-21 12:00:00,286.85,2023-05-21 12:00:00,Paid,2023-01-09 10:12:00
12134,Jane Smith,UA321,ATL,DXB,2024-05-20 13:00:00,2024-05-21 13:00:00,180.19,2023-05-21 13:00:00,Success,2023-01-09 10:13:00
